timestamp,source_ip,dest_ip,protocol,action,threat_label,log_type,bytes_transferred,user_agent,request_path
2024-04-13T00:00:00,192.168.1.50,192.168.1.26,TCP,blocked,benign,application,32206,SQLMap/1.6-dev,/
2024-01-26T00:00:00,192.168.1.156,192.168.1.184,TCP,allowed,benign,application,32304,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-11-23T00:00:00,192.168.1.143,192.168.1.191,FTP,blocked,benign,ids,3920,SQLMap/1.6-dev,/files
2024-09-27T00:00:00,192.168.1.19,192.168.1.214,UDP,allowed,benign,application,6464,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-09-29T00:00:00,192.168.1.50,192.168.1.135,HTTP,allowed,benign,application,49199,SQLMap/1.6-dev,/api/login
2024-02-24T00:00:00,177.52.183.80,192.168.1.92,HTTP,blocked,benign,firewall,26416,SQLMap/1.6-dev,/dashboard
2024-12-02T00:00:00,192.168.1.154,192.168.1.114,FTP,blocked,benign,application,21376,curl/7.64.1,/backup
2024-11-20T00:00:00,192.168.1.186,192.168.1.83,HTTP,allowed,benign,ids,36160,curl/7.64.1,/dashboard
2024-08-19T00:00:00,192.168.1.102,192.168.1.1,HTTPS,blocked,benign,application,1168,SQLMap/1.6-dev,/secure
2024-06-03T00:00:00,192.168.1.253,192.168.1.57,TCP,blocked,benign,firewall,45301,curl/7.64.1,/
2024-02-18T00:00:00,192.168.1.92,192.168.1.40,TCP,blocked,benign,application,16474,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-06-02T00:00:00,192.168.1.103,192.168.1.146,FTP,allowed,benign,application,31723,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/backup
2024-12-19T00:00:00,246.196.87.27,192.168.1.153,HTTP,allowed,benign,application,3764,curl/7.64.1,/dashboard
2024-08-10T00:00:00,192.168.1.223,192.168.1.31,HTTPS,allowed,benign,application,42880,SQLMap/1.6-dev,/login
2024-11-20T00:00:00,65.249.142.221,192.168.1.14,UDP,allowed,suspicious,ids,33025,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/?admin
2024-12-10T00:00:00,30.175.227.138,192.168.1.249,ICMP,allowed,benign,firewall,9800,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-02-12T00:00:00,192.168.1.191,192.168.1.13,HTTP,blocked,benign,firewall,26217,SQLMap/1.6-dev,/api/login
2024-12-23T00:00:00,192.168.1.35,192.168.1.124,HTTP,blocked,benign,ids,42845,SQLMap/1.6-dev,/admin
2024-10-14T00:00:00,192.168.1.189,192.168.1.135,TCP,allowed,benign,ids,28284,curl/7.64.1,/
2024-02-27T00:00:00,192.168.1.109,192.168.1.94,UDP,blocked,benign,ids,39020,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-03-27T00:00:00,59.151.57.2,192.168.1.211,SSH,blocked,suspicious,application,15401,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/root?login
2024-02-13T00:00:00,192.168.1.14,192.168.1.63,FTP,allowed,suspicious,ids,45568,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/files?backup.sql
2024-08-29T00:00:00,192.168.1.54,192.168.1.190,HTTP,allowed,benign,application,34392,curl/7.64.1,/index.php
2024-09-04T00:00:00,192.168.1.37,192.168.1.178,HTTP,allowed,benign,ids,38307,SQLMap/1.6-dev,/login
2024-05-10T00:00:00,192.168.1.73,192.168.1.52,HTTPS,blocked,benign,firewall,30571,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/login
2024-07-17T00:00:00,192.168.1.170,192.168.1.219,FTP,blocked,suspicious,firewall,42659,Nmap Scripting Engine,/download?backup.sql
2024-09-17T00:00:00,246.196.87.27,192.168.1.232,UDP,allowed,benign,firewall,36845,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-05-06T00:00:00,68.36.64.191,192.168.1.86,ICMP,allowed,benign,firewall,41075,curl/7.64.1,/
2024-09-13T00:00:00,192.168.1.16,192.168.1.161,UDP,blocked,benign,firewall,36468,curl/7.64.1,/
2024-03-18T00:00:00,192.168.1.101,192.168.1.169,TCP,blocked,benign,application,44533,SQLMap/1.6-dev,/
2024-08-01T00:00:00,192.168.1.40,192.168.1.110,SSH,blocked,benign,ids,13650,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/etc/passwd
2024-03-11T00:00:00,192.168.1.181,192.168.1.231,HTTP,allowed,benign,ids,9612,SQLMap/1.6-dev,/admin
2024-06-11T00:00:00,192.168.1.137,192.168.1.243,HTTPS,allowed,benign,ids,9636,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/auth
2024-07-30T00:00:00,235.165.118.37,192.168.1.114,HTTPS,blocked,suspicious,firewall,12207,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/admin/config?..\..\etc\passwd
2024-05-16T00:00:00,192.168.1.157,192.168.1.60,HTTP,allowed,benign,application,1809,curl/7.64.1,/login
2024-12-18T00:00:00,97.21.142.76,192.168.1.129,HTTPS,blocked,benign,application,25492,Nmap Scripting Engine,/api/v1/data
2024-03-11T00:00:00,192.168.1.58,192.168.1.9,ICMP,allowed,benign,ids,14685,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-02-03T00:00:00,192.168.1.245,192.168.1.253,ICMP,blocked,benign,application,30085,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-07-26T00:00:00,87.6.151.142,192.168.1.189,HTTPS,blocked,benign,ids,39015,SQLMap/1.6-dev,/admin/config
2024-11-24T00:00:00,109.9.8.24,192.168.1.134,TCP,blocked,benign,firewall,35349,Nmap Scripting Engine,/
2024-10-12T00:00:00,192.168.1.196,192.168.1.162,SSH,allowed,benign,ids,20059,curl/7.64.1,/home/user
2024-03-26T00:00:00,192.168.1.157,192.168.1.236,TCP,allowed,benign,ids,42442,Nmap Scripting Engine,/
2024-09-13T00:00:00,192.168.1.200,192.168.1.150,FTP,allowed,benign,ids,29649,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/download
2024-08-20T00:00:00,192.168.1.183,192.168.1.230,TCP,blocked,benign,firewall,16489,curl/7.64.1,/
2024-03-04T00:00:00,192.168.1.181,192.168.1.116,HTTP,allowed,benign,application,46452,Nmap Scripting Engine,/wp-login.php
2024-09-18T00:00:00,192.168.1.41,192.168.1.97,HTTP,allowed,benign,firewall,22067,SQLMap/1.6-dev,/wp-login.php
2024-03-17T00:00:00,192.168.1.38,192.168.1.46,HTTPS,allowed,benign,ids,20289,curl/7.64.1,/api/v1/data
2024-05-27T00:00:00,192.168.1.31,192.168.1.231,TCP,allowed,benign,firewall,40900,curl/7.64.1,/
2024-08-22T00:00:00,192.168.1.128,192.168.1.140,HTTPS,blocked,benign,firewall,14313,SQLMap/1.6-dev,/api/v1/data
2024-08-20T00:00:00,192.168.1.21,192.168.1.154,HTTP,allowed,benign,application,18326,SQLMap/1.6-dev,/wp-login.php
2024-10-12T00:00:00,69.180.240.175,192.168.1.13,TCP,allowed,suspicious,application,2225,SQLMap/1.6-dev,/?phpmyadmin
2024-02-14T00:00:00,192.168.1.107,192.168.1.46,TCP,blocked,benign,application,43414,SQLMap/1.6-dev,/
2024-08-21T00:00:00,109.153.17.99,192.168.1.239,TCP,blocked,benign,ids,4534,Nmap Scripting Engine,/
2024-05-29T00:00:00,192.168.1.32,192.168.1.178,HTTPS,blocked,benign,application,27216,SQLMap/1.6-dev,/secure
2024-12-22T00:00:00,192.168.1.15,192.168.1.28,HTTP,allowed,benign,ids,47552,SQLMap/1.6-dev,/wp-login.php
2024-05-27T00:00:00,192.168.1.218,192.168.1.82,UDP,blocked,benign,firewall,40358,SQLMap/1.6-dev,/
2024-09-23T00:00:00,93.225.253.213,192.168.1.127,HTTPS,allowed,benign,application,7846,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/api/v1/data
2024-11-16T00:00:00,109.47.72.119,192.168.1.218,TCP,blocked,malicious,ids,23014,SQLMap/1.6-dev,/?DROP TABLE
2024-11-23T00:00:00,192.168.1.73,192.168.1.66,HTTPS,blocked,benign,ids,33306,SQLMap/1.6-dev,/auth
2024-01-04T00:00:00,192.168.1.86,192.168.1.88,UDP,allowed,benign,firewall,12815,curl/7.64.1,/
2024-12-10T00:00:00,192.168.1.122,192.168.1.205,TCP,allowed,benign,ids,10283,Nmap Scripting Engine,/
2024-08-24T00:00:00,88.29.76.112,192.168.1.238,HTTPS,blocked,benign,application,35219,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/secure
2024-10-22T00:00:00,192.168.1.205,192.168.1.235,HTTPS,blocked,benign,firewall,9884,curl/7.64.1,/login
2024-06-22T00:00:00,59.18.232.9,192.168.1.137,HTTPS,blocked,benign,firewall,49352,curl/7.64.1,/auth
2024-12-29T00:00:00,192.168.1.106,192.168.1.23,ICMP,allowed,benign,ids,19933,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-03-30T00:00:00,192.168.1.201,192.168.1.10,HTTPS,allowed,benign,ids,33260,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/api/v1/data
2024-09-13T00:00:00,192.168.1.88,192.168.1.237,ICMP,blocked,suspicious,ids,6539,SQLMap/1.6-dev,/?login
2024-01-19T00:00:00,192.168.1.183,192.168.1.222,HTTP,allowed,benign,ids,2985,SQLMap/1.6-dev,/login
2024-06-19T00:00:00,192.168.1.12,192.168.1.27,HTTP,blocked,benign,firewall,37950,curl/7.64.1,/wp-login.php
2024-04-17T00:00:00,192.168.1.50,192.168.1.74,UDP,blocked,benign,ids,44082,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-03-17T00:00:00,192.168.1.30,192.168.1.4,SSH,allowed,benign,firewall,36103,curl/7.64.1,/root
2024-03-13T00:00:00,225.184.81.55,192.168.1.147,TCP,allowed,benign,ids,29174,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-01-15T00:00:00,192.168.1.173,192.168.1.13,TCP,allowed,benign,firewall,28048,Nmap Scripting Engine,/
2024-12-26T00:00:00,192.168.1.152,192.168.1.162,HTTPS,blocked,benign,application,23406,curl/7.64.1,/auth
2024-04-11T00:00:00,122.63.201.122,192.168.1.208,HTTP,blocked,benign,application,45883,Nmap Scripting Engine,/login
2024-08-21T00:00:00,192.168.1.165,192.168.1.182,HTTPS,blocked,benign,firewall,14766,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/admin/config
2024-05-12T00:00:00,30.175.227.138,192.168.1.47,HTTP,blocked,suspicious,ids,31251,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/dashboard?backup.sql
2024-08-24T00:00:00,225.184.81.55,192.168.1.197,UDP,allowed,benign,application,7111,curl/7.64.1,/
2024-06-03T00:00:00,192.168.1.103,192.168.1.152,ICMP,allowed,suspicious,application,31712,Nmap Scripting Engine,/?phpmyadmin
2024-04-16T00:00:00,113.231.133.116,192.168.1.111,HTTPS,blocked,benign,application,15576,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/login
2024-12-30T00:00:00,192.168.1.125,192.168.1.30,HTTP,blocked,benign,ids,36478,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/api/login
2024-03-31T00:00:00,192.168.1.104,192.168.1.18,HTTP,blocked,benign,ids,32494,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/login
2024-04-21T00:00:00,103.172.167.96,192.168.1.232,HTTPS,allowed,benign,firewall,19203,Nmap Scripting Engine,/admin/config
2024-10-22T00:00:00,192.168.1.53,192.168.1.175,HTTPS,blocked,benign,application,44635,curl/7.64.1,/api/v1/data
2024-06-25T00:00:00,103.172.167.96,192.168.1.3,HTTP,blocked,suspicious,firewall,36071,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/login?..\..\etc\passwd
2024-07-02T00:00:00,192.168.1.73,192.168.1.222,TCP,blocked,benign,application,38776,Nmap Scripting Engine,/
2024-12-30T00:00:00,192.168.1.98,192.168.1.112,HTTP,allowed,benign,ids,9214,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/index.php
2024-07-15T00:00:00,109.153.17.99,192.168.1.216,ICMP,blocked,suspicious,application,42592,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/?backup.sql
2024-12-02T00:00:00,192.168.1.254,192.168.1.35,TCP,blocked,benign,ids,45673,SQLMap/1.6-dev,/
2024-11-15T00:00:00,192.168.1.131,192.168.1.109,HTTP,blocked,benign,ids,23385,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/admin
2024-08-05T00:00:00,192.168.1.148,192.168.1.128,HTTPS,allowed,benign,application,32981,curl/7.64.1,/api/v1/data
2024-10-06T00:00:00,192.168.1.9,192.168.1.251,TCP,blocked,benign,application,24255,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-12-19T00:00:00,192.168.1.187,192.168.1.188,HTTP,blocked,benign,ids,33978,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/index.php
2024-11-08T00:00:00,192.168.1.121,192.168.1.162,HTTPS,allowed,benign,application,41629,SQLMap/1.6-dev,/admin/config
2024-06-08T00:00:00,192.168.1.232,192.168.1.88,HTTP,allowed,benign,ids,29855,SQLMap/1.6-dev,/api/login
2024-10-20T00:00:00,41.117.1.245,192.168.1.91,SSH,blocked,benign,ids,39266,curl/7.64.1,/root
2024-02-01T00:00:00,192.168.1.149,192.168.1.44,HTTP,blocked,benign,application,41015,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/dashboard
2024-09-05T00:00:00,192.168.1.130,192.168.1.20,HTTPS,blocked,benign,ids,8786,SQLMap/1.6-dev,/auth
2024-05-20T00:00:00,71.63.58.36,192.168.1.190,TCP,allowed,benign,application,24333,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-12-24T00:00:00,192.168.1.47,192.168.1.205,HTTP,allowed,benign,ids,5631,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/index.php
2024-03-19T00:00:00,114.207.221.220,192.168.1.106,HTTPS,allowed,benign,application,13918,SQLMap/1.6-dev,/auth
2024-01-28T00:00:00,192.168.1.194,192.168.1.210,TCP,allowed,benign,ids,26232,Nmap Scripting Engine,/
2024-08-31T00:00:00,114.207.221.220,192.168.1.237,HTTP,blocked,benign,application,9612,SQLMap/1.6-dev,/api/login
2024-01-07T00:00:00,192.168.1.205,192.168.1.115,UDP,blocked,benign,application,44852,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-09-29T00:00:00,192.168.1.245,192.168.1.217,ICMP,blocked,benign,ids,6540,curl/7.64.1,/
2024-08-24T00:00:00,64.224.237.20,192.168.1.62,HTTPS,allowed,benign,application,11891,curl/7.64.1,/admin/config
2024-01-06T00:00:00,192.168.1.213,192.168.1.18,TCP,allowed,benign,application,6909,Nmap Scripting Engine,/
2024-04-22T00:00:00,216.197.199.15,192.168.1.50,TCP,allowed,benign,firewall,14309,SQLMap/1.6-dev,/
2024-12-28T00:00:00,88.72.40.56,192.168.1.220,HTTP,blocked,benign,application,12208,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/wp-login.php
2024-04-04T00:00:00,192.168.1.120,192.168.1.170,FTP,blocked,benign,ids,45465,curl/7.64.1,/files
2024-03-23T00:00:00,55.234.242.146,192.168.1.199,TCP,blocked,benign,ids,17445,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-02-05T00:00:00,192.168.1.238,192.168.1.52,HTTP,allowed,benign,application,32347,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/admin
2024-10-03T00:00:00,166.19.156.163,192.168.1.158,HTTP,blocked,suspicious,application,4714,SQLMap/1.6-dev,/wp-login.php?phpmyadmin
2024-08-16T00:00:00,192.168.1.128,192.168.1.39,HTTP,allowed,benign,firewall,43655,Nmap Scripting Engine,/dashboard
2024-03-18T00:00:00,30.175.227.138,192.168.1.148,TCP,blocked,benign,ids,4694,SQLMap/1.6-dev,/
2024-01-02T00:00:00,192.168.1.177,192.168.1.210,HTTPS,allowed,benign,application,35181,curl/7.64.1,/auth
2024-12-15T00:00:00,192.168.1.15,192.168.1.162,SSH,allowed,benign,ids,22386,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/home/user
2024-05-28T00:00:00,192.168.1.46,192.168.1.142,TCP,blocked,benign,application,12617,curl/7.64.1,/
2024-02-24T00:00:00,192.168.1.92,192.168.1.125,TCP,blocked,benign,application,12516,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-04-08T00:00:00,192.168.1.152,192.168.1.62,ICMP,allowed,benign,application,32847,SQLMap/1.6-dev,/
2024-01-09T00:00:00,192.168.1.15,192.168.1.87,HTTPS,allowed,benign,ids,7845,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/admin/config
2024-08-22T00:00:00,137.197.33.33,192.168.1.39,HTTPS,allowed,malicious,firewall,9379,Nmap Scripting Engine,/login?sqlmap
2024-11-12T00:00:00,192.168.1.180,192.168.1.167,TCP,allowed,benign,application,3374,curl/7.64.1,/
2024-08-21T00:00:00,192.168.1.214,192.168.1.152,TCP,allowed,benign,firewall,32680,SQLMap/1.6-dev,/
2024-02-02T00:00:00,185.225.185.68,192.168.1.87,HTTPS,blocked,benign,ids,35875,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/auth
2024-04-19T00:00:00,113.231.133.116,192.168.1.45,UDP,allowed,benign,ids,45732,curl/7.64.1,/
2024-08-12T00:00:00,192.168.1.149,192.168.1.11,TCP,blocked,benign,firewall,1124,Nmap Scripting Engine,/
2024-01-04T00:00:00,192.168.1.238,192.168.1.23,HTTPS,blocked,benign,ids,45549,Nmap Scripting Engine,/secure
2024-04-15T00:00:00,192.168.1.70,192.168.1.134,ICMP,allowed,benign,firewall,2565,SQLMap/1.6-dev,/
2024-09-12T00:00:00,192.168.1.23,192.168.1.161,HTTPS,blocked,benign,ids,27545,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/admin/config
2024-04-30T00:00:00,192.168.1.253,192.168.1.136,SSH,blocked,benign,application,30522,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/root
2024-01-28T00:00:00,192.168.1.204,192.168.1.39,HTTP,blocked,benign,ids,11655,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/wp-login.php
2024-01-23T00:00:00,192.168.1.94,192.168.1.73,TCP,blocked,benign,ids,40523,Nmap Scripting Engine,/
2024-02-23T00:00:00,137.197.33.33,192.168.1.46,TCP,allowed,suspicious,ids,15520,Nmap Scripting Engine,/?backup.sql
2024-04-11T00:00:00,150.110.230.150,192.168.1.59,HTTPS,blocked,benign,firewall,13204,Nmap Scripting Engine,/secure
2024-02-07T00:00:00,192.168.1.125,192.168.1.14,HTTPS,allowed,benign,firewall,40039,Nmap Scripting Engine,/secure
2024-07-17T00:00:00,192.168.1.118,192.168.1.185,TCP,blocked,benign,ids,13352,curl/7.64.1,/
2024-01-17T00:00:00,192.168.1.16,192.168.1.72,TCP,blocked,benign,ids,27508,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-04-22T00:00:00,87.6.151.142,192.168.1.41,HTTPS,allowed,benign,application,5767,Nmap Scripting Engine,/admin/config
2024-09-07T00:00:00,166.19.156.163,192.168.1.152,ICMP,blocked,malicious,ids,28156,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/?/etc/passwd
2024-08-10T00:00:00,192.168.1.229,192.168.1.238,HTTP,allowed,benign,application,432,Nmap Scripting Engine,/login
2024-01-21T00:00:00,49.138.115.36,192.168.1.197,HTTP,blocked,benign,application,45755,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/api/login
2024-09-10T00:00:00,192.168.1.143,192.168.1.193,TCP,blocked,benign,firewall,8797,curl/7.64.1,/
2024-05-02T00:00:00,192.168.1.24,192.168.1.5,ICMP,blocked,benign,firewall,37480,SQLMap/1.6-dev,/
2024-08-20T00:00:00,192.168.1.36,192.168.1.224,HTTPS,allowed,benign,ids,41178,Nmap Scripting Engine,/login
2024-11-17T00:00:00,192.168.1.229,192.168.1.177,UDP,allowed,benign,ids,28011,curl/7.64.1,/
2024-12-16T00:00:00,192.168.1.226,192.168.1.86,HTTPS,allowed,benign,application,44314,curl/7.64.1,/login
2024-02-26T00:00:00,192.168.1.120,192.168.1.159,TCP,blocked,benign,firewall,42578,SQLMap/1.6-dev,/
2024-10-14T00:00:00,69.180.240.175,192.168.1.36,SSH,allowed,benign,application,49401,SQLMap/1.6-dev,/etc/passwd
2024-04-25T00:00:00,192.168.1.230,192.168.1.69,HTTP,blocked,benign,ids,3669,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/dashboard
2024-06-25T00:00:00,192.168.1.129,192.168.1.135,HTTPS,blocked,benign,application,34958,SQLMap/1.6-dev,/auth
2024-08-19T00:00:00,192.168.1.205,192.168.1.173,FTP,allowed,benign,firewall,30107,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/upload
2024-07-19T00:00:00,225.184.81.55,192.168.1.246,SSH,allowed,benign,firewall,32627,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/etc/passwd
2024-09-23T00:00:00,189.27.174.190,192.168.1.76,ICMP,allowed,benign,ids,42350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-04-06T00:00:00,192.168.1.224,192.168.1.206,TCP,blocked,benign,ids,38025,curl/7.64.1,/
2024-09-05T00:00:00,192.168.1.179,192.168.1.136,HTTPS,blocked,benign,ids,20028,SQLMap/1.6-dev,/secure
2024-06-05T00:00:00,192.168.1.67,192.168.1.59,ICMP,blocked,suspicious,firewall,18737,Nmap Scripting Engine,/?..\..\etc\passwd
2024-03-23T00:00:00,225.184.81.55,192.168.1.47,SSH,allowed,suspicious,firewall,20850,SQLMap/1.6-dev,/etc/passwd?backup.sql
2024-05-13T00:00:00,192.168.1.53,192.168.1.144,HTTPS,blocked,benign,ids,9795,curl/7.64.1,/api/v1/data
2024-10-03T00:00:00,137.197.33.33,192.168.1.78,TCP,allowed,benign,ids,30118,curl/7.64.1,/
2024-01-03T00:00:00,169.122.243.141,192.168.1.250,HTTP,blocked,benign,ids,49524,SQLMap/1.6-dev,/wp-login.php
2024-03-16T00:00:00,49.138.115.36,192.168.1.233,FTP,blocked,benign,application,2726,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/upload
2024-06-06T00:00:00,192.168.1.159,192.168.1.216,TCP,blocked,benign,firewall,21488,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
